LeagueCountry;League;LeagueLevel;Club;No;Name;Value;ValueLastUpdate;HighestValue;HighestValueDate;ValueCurrency;Age;Height;Nationality;Foot;Position;Consultancy;Supplier;ClubSince;ContractUntil;Injury;International;FormerInternational;InternationalGames;InternationalGoals;StartingElevenQuote;MinutesQuote;TwPenaltySavesQuote;FsGoalParticipationQuote;Games;PointsPerGame;Goals;OwnGoals;Ins;Outs;YellowCards;YellowRedCards;RedCards;Minutes;TwGoalsConceded;TwCleanSheets;FsAssists;FsPenaltyGoals;FsMinutesPerGoal;Instagram;Source;ScrapingTime
Türkei;1.Lig;2.Liga;Samsunspor;3.0;Elano Yegen;125000.0;2023-04-03;125000.0;2022-06-23;€;20;191.0;Niederlande;beidfüßig;Innenverteidiger;Iconics Management;;2023-02-01;2026-06-30;;;;;;0.0;0.0;;0.0;0;;0;0;0;0;0;0;0;;;;0;0;;http://www.instagram.com/elanoyegen/;https://www.transfermarkt.ch/elano-yegen/profil/spieler/811114;20230422105656
Türkei;1.Lig;2.Liga;Samsunspor;;Guy Serge Yameogo;100000.0;2023-04-03;300000.0;2020-12-30;€;22;184.0;Elfenbeinküste;rechts;Innenverteidiger;CSM Sport & Entertainment;;2020-08-19;2025-06-30;keine Spielberechtigung - 1.Lig;;;;;0.0;3.0;;0.0;1;0.00;0;0;1;0;0;0;0;44;;;0;0;;http://www.instagram.com/guyserge24/;https://www.transfermarkt.ch/guy-serge-yameogo/profil/spieler/568436;20230422105716
Türkei;1.Lig;2.Liga;Samsunspor;4.0;Berk Taskin;100000.0;2023-04-03;200000.0;2022-11-15;€;25;185.0;Türkei;rechts;Innenverteidiger;;;2021-08-11;2025-06-30;;;;;;0.0;1.0;;0.0;3;2.33;0;0;3;0;0;0;0;26;;;0;0;;http://instagram.com/berktaskinn_/;https://www.transfermarkt.ch/berk-taskin/profil/spieler/354264;20230422105735
Türkei;1.Lig;2.Liga;Samsunspor;28.0;Soner Gönül;800000.0;2023-04-03;800000.0;2021-06-02;€;25;177.0;Türkei;links;Linker Verteidiger;;;2021-07-01;2025-06-30;;;;;;61.0;63.0;;0.0;22;2.18;0;0;2;1;5;0;0;1861;;;0;0;;http://www.instagram.com/sonergonul28/;https://www.transfermarkt.ch/soner-gonul/profil/spieler/340967;20230422105803
Türkei;1.Lig;2.Liga;Samsunspor;53.0;Mücahid Albayrak;200000.0;2023-04-03;275000.0;2022-06-10;€;31;180.0;Türkei;links;Linker Verteidiger;;;2022-07-01;2024-06-30;;;;;;27.0;26.0;;2.0;10;1.90;0;0;1;1;2;0;0;765;;;1;0;;http://www.instagram.com/mucahidalbayrak/;https://www.transfermarkt.ch/mucahid-albayrak/profil/spieler/292496;20230422105824
Türkei;1.Lig;2.Liga;Samsunspor;18.0;Zeki Yavru;500000.0;2023-04-03;2500000.0;2016-07-15;€;31;178.0;Türkei;rechts;Rechter Verteidiger;MEK Football;;2022-08-03;2024-06-30;;;Türkei U23;3.0;0.0;85.0;83.0;;6.0;28;2.04;2;0;0;3;3;0;1;2478;;;2;1;1239;;https://www.transfermarkt.ch/zeki-yavru/profil/spieler/98131;20230422105846
Türkei;1.Lig;2.Liga;Samsunspor;2.0;Ali Ülgen;400000.0;2023-04-03;425000.0;2022-11-15;€;23;176.0;Türkei;rechts;Rechter Verteidiger;mgsportsmngr;;2021-07-14;2025-06-30;;;Türkei U19;1.0;0.0;36.0;31.0;;8.0;17;2.18;3;0;5;9;2;0;0;925;;;2;0;308;http://www.instagram.com/aliulgen/;https://www.transfermarkt.ch/ali-ulgen/profil/spieler/352662;20230422105902
Türkei;1.Lig;2.Liga;Samsunspor;15.0;Youssef Aït Bennasser;800000.0;2023-04-03;10000000.0;2018-12-17;€;26;184.0;Marokko;rechts;Defensives Mittelfeld;Global Compensation;;2023-02-17;2025-06-30;;;Marokko;23.0;0.0;76.0;71.0;;8.0;8;2.63;0;0;1;3;0;0;0;576;;;0;0;;http://www.instagram.com/youssefaitben_6/;https://www.transfermarkt.ch/youssef-ait-bennasser/profil/spieler/265569;20230422105922
Türkei;1.Lig;2.Liga;Samsunspor;88.0;Osman Celik;150000.0;2023-04-03;700000.0;2016-07-15;€;31;182.0;Türkei;rechts;Defensives Mittelfeld;;;2021-07-05;2023-06-30;;;;;;73.0;68.0;;2.0;26;2.15;1;0;2;12;2;0;0;2005;;;0;0;2005;;https://www.transfermarkt.ch/osman-celik/profil/spieler/293661;20230422105938
Türkei;1.Lig;2.Liga;Samsunspor;23.0;Ali Kaan Güneren;900000.0;2023-04-03;925000.0;2022-11-15;€;23;183.0;Türkei;rechts;Zentrales Mittelfeld;C&C Sportmanagement;;2022-09-08;2023-06-30;;Türkei U21;;8.0;0.0;55.0;56.0;;7.0;22;2.32;1;0;6;10;3;0;0;1461;;;3;0;1461;http://instagram.com/alikaanguneren?igshid=YmMyMTA2M2Y=;https://www.transfermarkt.ch/ali-kaan-guneren/profil/spieler/483495;20230422110000
Türkei;1.Lig;2.Liga;Samsunspor;11.0;Soner Aydogdu;800000.0;2023-04-03;4200000.0;2013-06-13;€;32;180.0;Türkei;links;Zentrales Mittelfeld;C&C Sportmanagement;;2023-01-26;2025-06-30;;;Türkei;2.0;0.0;23.0;30.0;;10.0;9;2.67;2;0;6;3;3;0;0;352;;;1;0;176;http://www.instagram.com/soneraydogduu/;https://www.transfermarkt.ch/soner-aydogdu/profil/spieler/85291;20230422110013
Türkei;1.Lig;2.Liga;Samsunspor;6.0;Celil Yüksel;700000.0;2023-04-03;700000.0;2022-01-17;€;25;171.0;Türkei;rechts;Zentrales Mittelfeld;EMG Mundial;;2022-07-01;2025-06-30;;;Türkei U23;0.0;0.0;67.0;55.0;;0.0;27;2.26;0;0;5;22;4;0;0;1635;;;0;0;;http://www.instagram.com/celilyuksel55/;https://www.transfermarkt.ch/celil-yuksel/profil/spieler/336074;20230422110029
Türkei;1.Lig;2.Liga;Samsunspor;8.0;Cihan Kahraman;425000.0;2023-04-03;425000.0;2023-04-03;€;24;175.0;Türkei;rechts;Zentrales Mittelfeld;ROGON U23;;2021-08-09;2025-06-30;;Türkei U23;;3.0;0.0;15.0;21.0;;9.0;19;2.05;1;0;14;3;1;0;0;632;;;5;0;632;http://www.instagram.com/cihankahraman36/;https://www.transfermarkt.ch/cihan-kahraman/profil/spieler/303308;20230422110050
Türkei;1.Lig;2.Liga;Samsunspor;40.0;Yusuf Gültekin;200000.0;2023-04-03;400000.0;2017-06-30;€;30;180.0;Türkei;links;Zentrales Mittelfeld;Familienangehörige;;2022-07-14;2024-06-30;;;Türkei U20;2.0;0.0;36.0;39.0;;6.0;20;1.95;0;0;8;5;5;0;0;1158;;;4;0;;http://www.instagram.com/yusufemregultekinn/;https://www.transfermarkt.ch/yusuf-gultekin/profil/spieler/184444;20230422110101
Türkei;1.Lig;2.Liga;Samsunspor;;Emir Hakan Patan;25000.0;2023-04-03;25000.0;2022-11-15;€;20;175.0;Türkei;rechts;Zentrales Mittelfeld;;;2022-07-01;2026-06-30;;;;;;;;;;;;;;;;;;;;;;;;;http://www.instagram.com/emirhakanp0/;https://www.transfermarkt.ch/emir-hakan-patan/profil/spieler/963320;20230422110116
Türkei;1.Lig;2.Liga;Samsunspor;80.0;Atakan Mert Özdemir;25000.0;2023-04-03;25000.0;2022-11-15;€;18;175.0;Türkei;rechts;Zentrales Mittelfeld;;;2022-07-01;2024-06-30;;;;;;;;;;;;;;;;;;;;;;;;;http://www.instagram.com/atakn.mert/;https://www.transfermarkt.ch/atakan-mert-ozdemir/profil/spieler/820260;20230422110141
Türkei;1.Lig;2.Liga;Samsunspor;19.0;Emre Demir;1500000.0;2023-04-03;1800000.0;2022-06-01;€;19;175.0;Türkei;links;Offensives Mittelfeld;Foot & Ball;adidas;2023-02-03;2023-06-30;;Türkei U19;;12.0;1.0;0.0;2.0;;4.0;2;1.50;1;0;2;0;0;0;0;18;;;0;0;18;http://www.instagram.com/emre_demir10/;https://www.transfermarkt.ch/emre-demir/profil/spieler/637669;20230422110202
Türkei;1.Lig;2.Liga;Samsunspor;20.0;Muhammet Ali Özbaskici;350000.0;2023-04-03;350000.0;2022-11-15;€;17;172.0;Türkei;rechts;Offensives Mittelfeld;;;2022-07-01;2025-06-30;TrainingsrückstandRückkehr unbekannt;;Türkei U18;0.0;0.0;6.0;10.0;;2.0;11;2.00;1;0;9;3;1;0;0;285;;;0;0;285;http://www.instagram.com/mozbskci.20/;https://www.transfermarkt.ch/muhammet-ali-ozbaskici/profil/spieler/928352;20230422110215
Türkei;1.Lig;2.Liga;Samsunspor;7.0;Moryké Fofana;400000.0;2023-04-03;1200000.0;2019-01-04;€;31;175.0;Elfenbeinküste;beidfüßig;Linksaußen;ELITE CONSULTING MANAGEMENT;;2021-08-17;2024-06-30;;;;;;36.0;39.0;;11.0;21;2.10;4;0;9;9;1;0;0;1151;;;3;0;288;http://www.instagram.com/fofimory21/;https://www.transfermarkt.ch/moryke-fofana/profil/spieler/240497;20230422110231
Türkei;1.Lig;2.Liga;Samsunspor;93.0;Kadeem Harris;750000.0;2023-04-03;1500000.0;2020-02-27;€;29;174.0;England;rechts;Rechtsaußen;PowerHause SG;;2022-07-23;2024-06-30;;;;;;45.0;46.0;;6.0;23;2.04;2;0;8;8;2;0;0;1351;;;2;0;676;http://www.instagram.com/k_millerharris/;https://www.transfermarkt.ch/kadeem-harris/profil/spieler/136501;20230422110251
Türkei;1.Lig;2.Liga;Samsunspor;17.0;Baris Alici;550000.0;2023-04-03;2000000.0;2018-10-11;€;25;180.0;Türkei;rechts;Rechtsaußen;GROW;;2023-02-01;2024-06-30;;;Türkei U21;5.0;0.0;55.0;57.0;;13.0;1;1.00;0;0;1;0;0;0;0;18;;;0;0;;http://www.instagram.com/barisalici/;https://www.transfermarkt.ch/baris-alici/profil/spieler/355566;20230422110313
Türkei;1.Lig;2.Liga;Samsunspor;97.0;Polat Yaldir;225000.0;2023-04-03;275000.0;2022-06-10;€;19;184.0;Türkei;rechts;Rechtsaußen;;;2021-07-01;2026-06-30;;Türkei U23;;5.0;0.0;0.0;1.0;;2.0;9;2.33;0;0;9;0;1;0;0;29;;;1;0;;http://www.instagram.com/polatyaldir/;https://www.transfermarkt.ch/polat-yaldir/profil/spieler/852616;20230422110335
Türkei;1.Lig;2.Liga;Samsunspor;14.0;Moussa Guel;150000.0;2023-04-03;500000.0;2020-11-11;€;23;171.0;Elfenbeinküste;rechts;Rechtsaußen;Playeleven;;2023-01-12;2025-06-30;;;;;;0.0;0.0;;0.0;2;2.00;0;0;2;0;0;0;0;;;;0;0;;http://www.instagram.com/evo_jyze/;https://www.transfermarkt.ch/moussa-guel/profil/spieler/556371;20230422110351
Türkei;1.Lig;2.Liga;Samsunspor;27.0;Gaëtan Laura;1200000.0;2023-04-03;1200000.0;2021-06-25;€;27;182.0;DR Kongo;rechts;Mittelstürmer;FS Management;;2022-07-01;2025-06-30;;;DR Kongo;0.0;0.0;67.0;63.0;;25.0;27;2.00;11;0;5;13;5;0;0;1858;;;5;0;169;;https://www.transfermarkt.ch/gaetan-laura/profil/spieler/291124;20230422110411
Türkei;1.Lig;2.Liga;Samsunspor;99.0;Douglas Tanque;1200000.0;2023-04-03;2000000.0;2021-01-28;€;29;188.0;Brasilien;links;Mittelstürmer;AKI&DESIDERIO;;2022-08-09;2024-06-30;;;;;;70.0;61.0;;25.0;26;2.23;14;0;3;21;3;0;1;1800;;;2;2;129;http://www.instagram.com/douglastanqueoficial/;https://www.transfermarkt.ch/douglas-tanque/profil/spieler/168530;20230422110427
Türkei;1.Lig;2.Liga;Samsunspor;9.0;Ahmet Sagat;700000.0;2023-04-03;700000.0;2023-04-03;€;26;187.0;Deutschland;beidfüßig;Mittelstürmer;KICK OFF Consulting GmbH;;2022-07-04;2025-06-30;;;;;;15.0;22.0;;14.0;24;2.25;6;0;19;4;2;0;0;639;;;3;1;107;http://www.instagram.com/asagat9/;https://www.transfermarkt.ch/ahmet-sagat/profil/spieler/299717;20230422110453
Türkei;1.Lig;2.Liga;Samsunspor;10.0;Tomané;325000.0;2023-04-03;2500000.0;2015-07-01;€;30;186.0;Portugal;rechts;Mittelstürmer;MRP.POSITIONUMBER;;2020-09-17;2023-06-30;;;Portugal U21;4.0;0.0;0.0;4.0;;2.0;8;2.38;1;0;8;0;1;0;0;113;;;0;0;113;http://www.instagram.com/tomane9/;https://www.transfermarkt.ch/tomane/profil/spieler/139393;20230422110519
Türkei;1.Lig;2.Liga;Eyüpspor;44.0;Abdulsamed Damlu;450000.0;2023-04-03;800000.0;2021-03-16;€;23;191.0;Türkei;links;Torwart;TuncayMaldan;;2023-03-03;2023-06-30;;;Türkei U21;0.0;0.0;95.0;95.0;25.0;;21;0.90;0;0;0;0;5;0;0;1890;36;5;;;;;https://www.transfermarkt.ch/abdulsamed-damlu/profil/spieler/341649;20230422110537
Türkei;1.Lig;2.Liga;Eyüpspor;1.0;Harun Tekin;150000.0;2023-04-03;4500000.0;2017-01-10;€;33;187.0;Türkei;rechts;Torwart;;;2022-07-02;2024-06-30;;;Türkei;2.0;0.0;97.0;97.0;20.0;;31;1.74;0;0;0;0;2;0;0;2790;26;15;;;;http://www.instagram.com/haruntekin1/;https://www.transfermarkt.ch/harun-tekin/profil/spieler/85213;20230422110553
Türkei;1.Lig;2.Liga;Eyüpspor;26.0;Alp Köseer;75000.0;2023-04-03;150000.0;2022-02-14;€;20;185.0;Türkei;rechts;Torwart;Sezer Sezgin;;2022-07-01;2027-06-30;;;;;;0.0;0.0;0.0;;0;;0;0;0;0;0;0;0;;0;0;;;;;https://www.transfermarkt.ch/alp-koseer/profil/spieler/610740;20230422110611
Türkei;1.Lig;2.Liga;Eyüpspor;15.0;Emrullah Salk;25000.0;2023-04-03;500000.0;2015-06-25;€;35;190.0;Türkei;links;Torwart;Int. Sport-Management;;2020-09-15;2023-06-30;;;;;;0.0;0.0;0.0;;0;;0;0;0;0;0;0;0;;0;0;;;;;https://www.transfermarkt.ch/emrullah-salk/profil/spieler/64890;20230422110634
Türkei;1.Lig;2.Liga;Eyüpspor;5.0;Alpaslan Öztürk;700000.0;2023-04-03;2400000.0;2021-10-12;€;29;186.0;Türkei;rechts;Innenverteidiger;Goldplayers_cm;;2022-07-01;2023-06-30;;;Türkei;1.0;0.0;28.0;30.0;;3.0;13;1.77;1;0;4;1;1;1;0;874;;;0;0;874;http://www.instagram.com/ozturkgram/?hl=de;https://www.transfermarkt.ch/alpaslan-ozturk/profil/spieler/138736;20230422110656
Türkei;1.Lig;2.Liga;Eyüpspor;4.0;Luccas Claro;600000.0;2023-04-03;2250000.0;2015-05-31;€;31;180.0;Brasilien;rechts;Innenverteidiger;Forza Carreira Esportiva;;2022-08-09;2024-06-30;;;Brasilien U20;3.0;0.0;66.0;64.0;;3.0;23;1.52;1;0;2;2;0;0;0;1844;;;0;0;1844;;https://www.transfermarkt.ch/luccas-claro/profil/spieler/175179;20230422110710
Türkei;1.Lig;2.Liga;Eyüpspor;73.0;Fethi Özer;200000.0;2023-04-03;300000.0;2022-06-10;€;26;185.0;Türkei;rechts;Innenverteidiger;;;2022-07-01;2024-06-30;;;Türkei U21;1.0;0.0;9.0;9.0;;0.0;5;2.40;0;0;2;1;0;0;0;264;;;0;0;;;https://www.transfermarkt.ch/fethi-ozer/profil/spieler/280491;20230422110727
Türkei;1.Lig;2.Liga;Eyüpspor;18.0;Ugur Demirok;100000.0;2023-04-03;3750000.0;2016-07-15;€;34;185.0;Türkei;rechts;Innenverteidiger;GPA Turkey;Nike;2022-07-01;2024-06-30;;;Türkei;3.0;0.0;91.0;91.0;;14.0;29;1.76;4;0;0;0;7;0;0;2610;;;1;2;653;;https://www.transfermarkt.ch/ugur-demirok/profil/spieler/44977;20230422110748
Türkei;1.Lig;2.Liga;Eyüpspor;21.0;Berkay Dogan;50000.0;2023-04-03;75000.0;2021-06-11;€;20;187.0;Österreich;beidfüßig;Innenverteidiger;22 Sportsmanagement GmbH;;2022-08-21;2025-06-30;;;Österreich U18;0.0;0.0;0.0;0.0;;0.0;0;;0;0;0;0;0;0;0;;;;0;0;;;https://www.transfermarkt.ch/berkay-dogan/profil/spieler/488050;20230422110811
Türkei;1.Lig;2.Liga;Eyüpspor;37.0;Ahmet Özkaya;25000.0;2023-04-03;25000.0;2022-11-15;€;18;188.0;Türkei;links;Innenverteidiger;;;2022-08-04;2025-06-30;;;;;;0.0;0.0;;0.0;0;;0;0;0;0;0;0;0;;;;0;0;;http://instagram.com/ahmettozky5;https://www.transfermarkt.ch/ahmet-ozkaya/profil/spieler/955932;20230422110830
Griechenland;;;AE Evosmou;;Antonis Pertsiounis;;;10000.0;2021-06-28;;21;;Griechenland;;Mittelfeld;;;2022-07-01;2023-06-30;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.transfermarkt.ch/antonis-pertsiounis/profil/spieler/836813;20230422105505
Griechenland;Super League 2;2.Liga;Iraklis;1.0;Markos Vellidis;150000.0;2023-02-27;1250000.0;2012-09-21;€;36;185.0;Griechenland;rechts;Torwart;;;2022-07-13;2024-06-30;;;Griechenland;1.0;0.0;83.0;85.0;0.0;;;;;;;;;;;;;;;;;;https://www.transfermarkt.ch/markos-vellidis/profil/spieler/27583;20230422105554
Griechenland;Super League 2;2.Liga;Kallithea;13.0;Panagiotis Vosniadis;100000.0;2023-02-27;250000.0;2012-04-09;€;33;190.0;Griechenland;rechts;Torwart;BELLATORsports;;2021-09-17;2023-06-30;;;;;;21.0;21.0;0.0;;;;;;;;;;;;;;;;;;https://www.transfermarkt.ch/panagiotis-vosniadis/profil/spieler/206693;20230422105615
Griechenland;Super League 2;2.Liga;Thesprotos;37.0;Vasilios Tsimopoulos;75000.0;2023-02-27;75000.0;2023-02-27;€;22;190.0;Griechenland;rechts;Torwart;ZAIX;;2022-08-27;2023-06-30;;;Griechenl. U18;0.0;0.0;95.0;95.0;0.0;;18.0;0.50;2.0;0;0;0;2.0;0;0;1620;30.0;1.0;;;;;https://www.transfermarkt.ch/vasilios-tsimopoulos/profil/spieler/458499;20230422105636
Griechenland;;;PO Moudanion;;Giannis Vantsis;;;;;;20;185.0;Griechenland;;Torwart;;;2022-07-01;2023-06-30;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.transfermarkt.ch/giannis-vantsis/profil/spieler/836808;20230422105652
Griechenland;Super League 2;2.Liga;Anag. Karditsas;44.0;Apostolos Skondras;200000.0;2023-02-27;400000.0;2016-06-21;€;34;185.0;Griechenland;rechts;Innenverteidiger;ELITE SPORTS KSE LTD;;2022-08-05;2023-06-30;Gelbsperre - Super League 2bis 29.04.2023;;;;;74.0;70.0;;4.0;;;;;;;;;;;;;;;;;https://www.transfermarkt.ch/apostolos-skondras/profil/spieler/96813;20230422105740
Griechenland;;;FS Kozani;;Stelios Marangos;;;400000.0;2015-09-27;;33;182.0;Griechenland;rechts;Innenverteidiger;Sportseleven Berlin;;2023-01-31;2023-06-30;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.transfermarkt.ch/stelios-marangos/profil/spieler/164470;20230422105807
Griechenland;Super League 2;2.Liga;OF Ierapetras;5.0;Dimitrios Stamou;125000.0;2023-02-27;350000.0;2011-11-21;€;31;185.0;Griechenland;rechts;Innenverteidiger;;;2022-09-02;2023-06-30;;;Griechenland U21;5.0;0.0;94.0;94.0;;0.0;;;;;;;;;;;;;;;;;https://www.transfermarkt.ch/dimitrios-stamou/profil/spieler/160510;20230422105845
Griechenland;;Veria NPS;Vereinslos;;Anastasios Tasiopoulos;25000.0;2022-06-27;25000.0;2021-06-28;€;18;;Griechenland;rechts;Innenverteidiger;;Puma;2023-01-17;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.transfermarkt.ch/anastasios-tasiopoulos/profil/spieler/887484;20230422105905
Griechenland;Super League 2;2.Liga;Panserraikos;3.0;Stavros Petavrakis;300000.0;2023-02-27;450000.0;2014-12-21;€;30;176.0;Griechenland;links;Linker Verteidiger;ohne Berater;;2022-07-15;2024-06-30;;;;;;83.0;83.0;;3.0;;;;;;;;;;;;;;;;;https://www.transfermarkt.ch/stavros-petavrakis/profil/spieler/179548;20230422105929
Griechenland;Super League 2;2.Liga;Veria NPS;93.0;Anastasios Papachristos;175000.0;2023-02-27;300000.0;2017-04-20;€;30;175.0;Griechenland;links;Linker Verteidiger;;;2020-08-28;2023-06-30;;;;;;42.0;43.0;;5.0;;;;;;;;;;;;;;;;;https://www.transfermarkt.ch/anastasios-papachristos/profil/spieler/193950;20230422105953
Griechenland;Super League 2;2.Liga;Veria NPS;2.0;Michalis Boukouvalas;150000.0;2023-02-27;700000.0;2009-12-26;€;35;169.0;Griechenland;rechts;Rechter Verteidiger;SG Agency;;2020-08-26;2023-06-30;;;Griechenland;0.0;0.0;84.0;83.0;;15.0;;;;;;;;;;;;;;;;;https://www.transfermarkt.ch/michalis-boukouvalas/profil/spieler/52390;20230422110016
Griechenland;Super League 2;2.Liga;Veria NPS;26.0;Asterios Mouchalis;150000.0;2023-02-27;175000.0;2022-06-27;€;26;175.0;Griechenland;rechts;Rechter Verteidiger;Familienangehörige;adidas;2018-07-01;2023-06-30;;;Griechenl. U18;2.0;0.0;42.0;45.0;;5.0;;;;;;;;;;;;;;;;;https://www.transfermarkt.ch/asterios-mouchalis/profil/spieler/287646;20230422110033
Griechenland;Super League 2;2.Liga;Veria NPS;7.0;Georgios Bletsas;150000.0;2023-02-27;200000.0;2021-06-28;€;27;184.0;Griechenland;links;Defensives Mittelfeld;;;2018-07-01;2023-06-30;;;;;;68.0;62.0;;0.0;;;;;;;;;;;;;;;;;https://www.transfermarkt.ch/georgios-bletsas/profil/spieler/342913;20230422110050
Griechenland;Super League 2;2.Liga;Panserraikos;6.0;Angelos Ikonomou;200000.0;2023-02-27;300000.0;2022-06-27;€;27;170.0;Griechenland;rechts;Zentrales Mittelfeld;ohne Berater;;2022-07-01;2023-06-30;KreuzbandverletzungRückkehr unbekannt;;Griechenld. U19;2.0;0.0;;;;;;;;;;;;;;;;;;;;;https://www.transfermarkt.ch/angelos-ikonomou/profil/spieler/161202;20230422110114
Griechenland;;Veria NPS;Karriereende;;Alexandros Vergonis;;;400000.0;2015-05-10;;37;188.0;Griechenland;links;Zentrales Mittelfeld;;;2021-07-01;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.transfermarkt.ch/alexandros-vergonis/profil/spieler/18923;20230422110131
Griechenland;N3 - Bourg.-Fr.-Comté;5.Liga;FC Montceau B.;;Di Giovanni Nouma Oum;;;50000.0;2020-10-06;;26;190.0;Frankreich;rechts;Zentrales Mittelfeld;;;2022-02-01;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.transfermarkt.ch/di-giovanni-nouma-oum/profil/spieler/395931;20230422110203
Griechenland;;;FS Kozani;;Alexandros Karagiannis;;;300000.0;2017-04-20;;29;173.0;Griechenland;links;Offensives Mittelfeld;KICK OFF SPORT MANAGEMENT;;2021-09-09;2023-06-30;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.transfermarkt.ch/alexandros-karagiannis/profil/spieler/234135;20230422110235
Griechenland;;;Kampaniakos;;Stelios Pozoglou;;;350000.0;2015-09-27;;27;174.0;Griechenland;rechts;Linksaußen;cts;;2023-01-16;2023-06-30;;;Griechenld. U19;10.0;2.0;;;;;;;;;;;;;;;;;;;;;https://www.transfermarkt.ch/stelios-pozoglou/profil/spieler/292621;20230422110317
